rep,model,item_id,noun,det,construction,item_type,vp_set,sentence,raw_response,rating,timestamp
4,claude,c022,people,three,agentive,critical,11,Three people loitered near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:41.861387
4,claude,fu05,NA,NA,NA,filler_ungram,NA,Been sleeping is he since early this morning still.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:41.930447
4,claude,c044,people,several,agentive,critical,6,Several people lined up outside.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:42.000983
5,claude,c084,folks,three,agentive,critical,10,Three folks milled about in the corridor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:42.067779
5,claude,c105,folks,several,existential,critical,5,There were several folks gathered near the entrance.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:42.135106
5,claude,c006,people,three,agentive,critical,3,Three people stood by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:42.203161
5,claude,fu02,NA,NA,NA,filler_ungram,NA,She already been have left the building completely.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:42.271804
5,claude,c098,folks,several,agentive,critical,1,Several folks waited in the lobby.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:42.338320
5,claude,c041,people,several,existential,critical,5,There were several people gathered near the entrance.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:42.406955
5,claude,c050,people,several,agentive,critical,9,Several people huddled by the fire.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:42.474260
5,claude,c037,people,several,existential,critical,3,There were several people standing by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:42.543283
5,claude,fm02,NA,NA,NA,filler_mild,NA,The old man the boats during the summer months.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:42.606020
5,claude,fu06,NA,NA,NA,filler_ungram,NA,There cats two are the on mat sitting now.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:42.666543
5,claude,c054,people,several,agentive,critical,11,Several people loitered near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:42.735690
5,claude,c057,people,several,existential,critical,13,There were several people arguing in the hallway.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:42.803543
5,claude,fu07,NA,NA,NA,filler_ungram,NA,Gave the to her book he the wrong one.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:42.872647
5,claude,c022,people,three,agentive,critical,11,Three people loitered near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:42.941135
5,claude,c099,folks,several,existential,critical,2,There were several folks sitting on the bench.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:43.004874
5,claude,c092,folks,three,agentive,critical,14,Three folks slept on the floor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:43.058599
5,claude,c101,folks,several,existential,critical,3,There were several folks standing by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:43.114097
5,claude,c026,people,three,agentive,critical,13,Three people argued in the hallway.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:43.177759
5,claude,c094,folks,three,agentive,critical,15,Three folks ate lunch in the break room.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:43.241073
5,claude,c115,folks,several,existential,critical,10,There were several folks milling about in the corridor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:43.302805
5,claude,c127,folks,several,existential,critical,16,There were several folks reading in the waiting area.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:43.362690
5,claude,fg01,NA,NA,NA,filler_good,NA,The children played in the yard all afternoon.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:43.422776
5,claude,fg11,NA,NA,NA,filler_good,NA,The train arrived exactly on schedule.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:43.490313
5,claude,c016,people,three,agentive,critical,8,Three people chatted in the kitchen.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:43.557743
5,claude,fg10,NA,NA,NA,filler_good,NA,She remembered to bring the keys this time.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:43.622838
5,claude,c085,folks,three,existential,critical,11,There were three folks loitering near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:43.690433
5,claude,c005,people,three,existential,critical,3,There were three people standing by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:43.758570
5,claude,c023,people,three,existential,critical,12,There were three people sheltering under the awning.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:43.826305
5,claude,c010,people,three,agentive,critical,5,Three people gathered near the entrance.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:43.893631
5,claude,c033,people,several,existential,critical,1,There were several people waiting in the lobby.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:43.962172
5,claude,fm07,NA,NA,NA,filler_mild,NA,The report that the committee had finally submitted was longer than expected.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:44.029525
5,claude,c082,folks,three,agentive,critical,9,Three folks huddled by the fire.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:44.098889
5,claude,c117,folks,several,existential,critical,11,There were several folks loitering near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:44.166980
5,claude,c009,people,three,existential,critical,5,There were three people gathered near the entrance.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:44.236496
5,claude,c001,people,three,existential,critical,1,There were three people waiting in the lobby.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:44.305321
5,claude,fd07,NA,NA,NA,filler_degraded,NA,He insisted her to come along to the meeting.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:44.370197
5,claude,fd03,NA,NA,NA,filler_degraded,NA,He denied to have seen the suspect that evening.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:44.430144
5,claude,c125,folks,several,existential,critical,15,There were several folks eating lunch in the break room.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:44.488489
5,claude,c062,people,several,agentive,critical,15,Several people ate lunch in the break room.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:44.557926
5,claude,fm04,NA,NA,NA,filler_mild,NA,What did you wonder whether she bought?,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:44.625470
5,claude,fd08,NA,NA,NA,filler_degraded,NA,Us went to the park after the movie ended.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:44.717997
5,claude,fu01,NA,NA,NA,filler_ungram,NA,The walked dog the park in yesterday afternoon.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:44.785262
5,claude,c019,people,three,existential,critical,10,There were three people milling about in the corridor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:44.853014
5,claude,c039,people,several,existential,critical,4,There were several people walking down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:44.920898
5,claude,fd09,NA,NA,NA,filler_degraded,NA,She mentioned him that the deadline had been moved.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:44.981880
5,claude,fd12,NA,NA,NA,filler_degraded,NA,He recommended her to apply for the position immediately.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:45.049387
5,claude,fm06,NA,NA,NA,filler_mild,NA,There seemed to appear to be a problem.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:45.109450
5,claude,c087,folks,three,existential,critical,12,There were three folks sheltering under the awning.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:45.177059
5,claude,c056,people,several,agentive,critical,12,Several people sheltered under the awning.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:45.245158
5,claude,c014,people,three,agentive,critical,7,Three people crowded around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:45.313988
5,claude,fu11,NA,NA,NA,filler_ungram,NA,To she tried the open but door was locked.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:45.384007
5,claude,c081,folks,three,existential,critical,9,There were three folks huddled by the fire.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:45.452625
5,claude,fg05,NA,NA,NA,filler_good,NA,Several old photographs were found in the attic.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:45.522110
5,claude,c121,folks,several,existential,critical,13,There were several folks arguing in the hallway.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:45.583490
5,claude,c065,folks,three,existential,critical,1,There were three folks waiting in the lobby.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:45.642880
5,claude,c074,folks,three,agentive,critical,5,Three folks gathered near the entrance.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:45.704862
5,claude,c116,folks,several,agentive,critical,10,Several folks milled about in the corridor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:45.769778
5,claude,c021,people,three,existential,critical,11,There were three people loitering near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:45.839501
5,claude,c013,people,three,existential,critical,7,There were three people crowding around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:45.909167
5,claude,c047,people,several,existential,critical,8,There were several people chatting in the kitchen.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:45.977349
5,claude,c008,people,three,agentive,critical,4,Three people walked down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:46.045319
5,claude,c015,people,three,existential,critical,8,There were three people chatting in the kitchen.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:46.111185
5,claude,c017,people,three,existential,critical,9,There were three people huddled by the fire.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:46.173020
5,claude,c076,folks,three,agentive,critical,6,Three folks lined up outside.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:46.243555
5,claude,c035,people,several,existential,critical,2,There were several people sitting on the bench.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:46.311051
5,claude,c059,people,several,existential,critical,14,There were several people sleeping on the floor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:46.378383
5,claude,c104,folks,several,agentive,critical,4,Several folks walked down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:46.447038
5,claude,fu09,NA,NA,NA,filler_ungram,NA,Not she does understand the at question all here.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:46.509004
5,claude,c055,people,several,existential,critical,12,There were several people sheltering under the awning.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:46.567593
5,claude,c045,people,several,existential,critical,7,There were several people crowding around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:46.627817
5,claude,c068,folks,three,agentive,critical,2,Three folks sat on the bench.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:46.697133
5,claude,c071,folks,three,existential,critical,4,There were three folks walking down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:46.760169
5,claude,c114,folks,several,agentive,critical,9,Several folks huddled by the fire.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:46.827669
5,claude,c048,people,several,agentive,critical,8,Several people chatted in the kitchen.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:46.895448
5,claude,c075,folks,three,existential,critical,6,There were three folks lined up outside.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:46.954105
5,claude,fg08,NA,NA,NA,filler_good,NA,The teacher explained the problem very clearly.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:47.022055
5,claude,c119,folks,several,existential,critical,12,There were several folks sheltering under the awning.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:47.082155
5,claude,c052,people,several,agentive,critical,10,Several people milled about in the corridor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:47.150593
5,claude,c029,people,three,existential,critical,15,There were three people eating lunch in the break room.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:47.219304
5,claude,c038,people,several,agentive,critical,3,Several people stood by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:47.288064
5,claude,c123,folks,several,existential,critical,14,There were several folks sleeping on the floor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:47.357564
5,claude,c003,people,three,existential,critical,2,There were three people sitting on the bench.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:47.426569
5,claude,fg04,NA,NA,NA,filler_good,NA,The manager approved the budget on Friday.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:47.493385
5,claude,fm10,NA,NA,NA,filler_mild,NA,It was generally believed by most people that she had already resigned.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:47.561345
5,claude,c128,folks,several,agentive,critical,16,Several folks read in the waiting area.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:47.630785
5,claude,c061,people,several,existential,critical,15,There were several people eating lunch in the break room.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:47.693606
5,claude,c091,folks,three,existential,critical,14,There were three folks sleeping on the floor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:47.754013
5,claude,c096,folks,three,agentive,critical,16,Three folks read in the waiting area.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:47.822238
5,claude,c106,folks,several,agentive,critical,5,Several folks gathered near the entrance.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:47.885213
5,claude,c053,people,several,existential,critical,11,There were several people loitering near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:47.953655
5,claude,fd01,NA,NA,NA,filler_degraded,NA,Him and me went to the store yesterday morning.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:48.022293
5,claude,fm11,NA,NA,NA,filler_mild,NA,What she actually said to him at the meeting was never entirely clear.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:48.115303
5,claude,c025,people,three,existential,critical,13,There were three people arguing in the hallway.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:48.183094
5,claude,c067,folks,three,existential,critical,2,There were three folks sitting on the bench.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:48.250826
5,claude,c002,people,three,agentive,critical,1,Three people waited in the lobby.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:48.319879
5,claude,c072,folks,three,agentive,critical,4,Three folks walked down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:48.383370
5,claude,c100,folks,several,agentive,critical,2,Several folks sat on the bench.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:48.448988
5,claude,c090,folks,three,agentive,critical,13,Three folks argued in the hallway.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:48.518472
5,claude,c077,folks,three,existential,critical,7,There were three folks crowding around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:48.588867
5,claude,c122,folks,several,agentive,critical,13,Several folks argued in the hallway.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:48.658290
5,claude,fd06,NA,NA,NA,filler_degraded,NA,The children was playing outside when it started raining.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:48.720334
5,claude,c034,people,several,agentive,critical,1,Several people waited in the lobby.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:48.787852
5,claude,c103,folks,several,existential,critical,4,There were several folks walking down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:48.854814
5,claude,fg06,NA,NA,NA,filler_good,NA,He finished reading the report before dinner.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:48.923066
5,claude,fg12,NA,NA,NA,filler_good,NA,Several new shops opened on the high street.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:48.990275
5,claude,fd05,NA,NA,NA,filler_degraded,NA,She explained him the rules of the game carefully.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:49.059421
5,claude,c024,people,three,agentive,critical,12,Three people sheltered under the awning.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:49.120149
5,claude,fu05,NA,NA,NA,filler_ungram,NA,Been sleeping is he since early this morning still.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:49.179994
5,claude,c109,folks,several,existential,critical,7,There were several folks crowding around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:49.249784
5,claude,c064,people,several,agentive,critical,16,Several people read in the waiting area.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:49.319421
